,Name,Rating,Review Count,Price,Street Address,Zip Code,Latitude,Longitude,Url
29,Underground Pizza,4.0,294,$,3 Hanover Sq,10004,40.70499,-74.00961,https://www.yelp.com/biz/underground-pizza-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
30,Levante,4.0,230,$$,26-21 Jackson Ave,11101,40.74764,-73.94173,https://www.yelp.com/biz/levante-long-island-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
31,Full Moon Pizzeria,4.0,280,$,600 E 187th St,10458,40.85539,-73.88753,https://www.yelp.com/biz/full-moon-pizzeria-bronx?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
32,Lillian Pizzeria,4.0,245,$,9601 69th Ave,11375,40.7169776965988,-73.8522986602726,https://www.yelp.com/biz/lillian-pizzeria-forest-hills?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
33,Artistic Pizza,4.5,53,No data found,123 W 3rd St,10012,40.73069,-74.00044,https://www.yelp.com/biz/artistic-pizza-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
34,Kimika,4.5,33,No data found,40 Kenmare St,10012,40.720572,-73.995206,https://www.yelp.com/biz/kimika-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
35,Marinara Pizza,4.0,261,$,1376 Lexington Ave,10128,40.7826,-73.95351,https://www.yelp.com/biz/marinara-pizza-new-york-11?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
36,San Matteo Pizza and Espresso Bar,4.0,511,$$,1739 2nd Ave,10128,40.7804,-73.95012,https://www.yelp.com/biz/san-matteo-pizza-and-espresso-bar-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
37,Pie Pie Pizza,4.0,82,$,924 Columbus Ave,10025,40.79889,-73.96347,https://www.yelp.com/biz/pie-pie-pizza-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
38,Joe's Pizza,4.0,201,$,124 Fulton St,10038,40.7101297729083,-74.0077206864953,https://www.yelp.com/biz/joes-pizza-new-york-152?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
